Type,Country,Activity,Sex ,Age,Fatal (Y/N),Species 
Unprovoked,BELIZE,Snorkeling,F,27,N,Nurse shark
Provoked,SOUTH AFRICA,Fishing - 'tag & release',M,30,N,"Raggedtooth shark, 1.5 m"
Unprovoked,JAMAICA,Spearfishing,M,68,Y,"Tiger shark, 4.8 m"
Unprovoked,AUSTRALIA,Spearfishing,M,28,N,"Bronze whaler shark, 2.5m"
Unprovoked,PHILIPPINES,Swimming to shore with floatioon devices after boat engine conked out,M,28,N,"""small sharks"""
Unprovoked,NEW ZEALAND,Swimming,M,46,Y,"White shark, 4m"
Unprovoked,USA,Surfing,M,27,N,reef shark?
Unprovoked,USA,Surfing,M,27,N,reef shark?
Unprovoked,USA,Surfing,M,16,N,"Blacktip shark, 4' to 5'"
Unprovoked,FRENCH POLYNESIA,Scuba diving,M,48,N,Lemon shark
Boat,AUSTRALIA,Fishing,M,27,N,"White shark, 5m"
Unprovoked,USA,Surfing,M,43,N,"Tiger shark, 15'"
Unprovoked,NEW ZEALAND,Spearfishing,M,27,N,"Bronze whaler shark, 3m"
Unprovoked,AUSTRALIA,Surfing,M,23,N,2.5 m shark
Unprovoked,AUSTRALIA,Paddle boarding,M,29,N,"Bull shark, 2m "
Unprovoked,SOUTH AFRICA,Swimming,M,20,Y,Tiger shark
Unprovoked,AUSTRALIA,Surfing,M,32,N,"Tiger shark, 6'"
Unprovoked,USA,Surfing,M,60,N,10' shark
Unprovoked,AUSTRALIA,Spearfishing,M,31,N,Sandtiger shark
Unprovoked,NEW ZEALAND,Scuba diving,F,25,N,Seven-gill shark
Unprovoked,USA,Snorkeling,M,61,N,"Tiger shark, 10'"
Unprovoked,MEXICO,Swimming,M,32,Y,2.5 m shark
Unprovoked,USA,Surfing,M,14,N,2' to 3' shark
Unprovoked,USA,Diving,M,30,N,"Tiger shark, 15'"
Unprovoked,USA,Surfing,M,43,N,"Tiger shark, 8'"
Unprovoked,USA,Surfing,M,25,N,White shark
Unprovoked,USA,Swimming,F,51,N,"Tiger shark, 10' to 12' "
Unprovoked,USA,Surfing,M,39,Y,"White shark, 15' to 16' "
Unprovoked,USA,Paddle boarding,M,55,N,6' to 8' shark
Unprovoked,AUSTRALIA,Bodyboarding,M,11,N,2m shark
Unprovoked,USA,Surfing,M,21,N,5' shark
Unprovoked,USA,Surfing,M,22,N,4' shark
Unprovoked,TONGA,Swimming,F,29,N,Possibly a 3 m bull shark
Unprovoked,USA,Boogie boarding,F,8,N,3.5' to 4' shark
Provoked,USA,Spearfishing,M,27,N,"Tiger shark, 10' to 12' "
Unprovoked,USA,Swimming or boogie boarding,F,56,N,3.5' to 4' shark
Provoked,SCOTLAND,Shark fishing,M,53,N,"Porbeagle shark, 7'"
Boating,AUSTRALIA,Fishing,M,27,N,4.5 m shark
Unprovoked,USA,Free diving ,M,56,N,"Lemon shark, 4' to 5' "
Unprovoked,REUNION,Surfing,M,39,N,Bull shark
Unprovoked,FRENCH POLYNESIA,Spearfishing,M,27,N,"Lemon shark, 2.5m to 3m "
Unprovoked,AUSTRALIA,Surfing,M,48,N,White shark or bronze whaler
Unprovoked,USA,Body surfing,M,50,N,Thought to involve a white shark
Unprovoked,AUSTRALIA,Surfing,M,24,Y,"White shark, 5m"
Boating,USA,Kayaking,M,52,N,14' to 18'shark
Unprovoked,SOUTH AFRICA,Surfing,M,29,N,15' shark
Unprovoked,USA,Swimming,M,6,N,possibly a bull shark
Unprovoked,USA,Sitting in the water,F,16,N,a small reef shark
Unprovoked,AUSTRALIA,Surf skiing ,M,62,N,3 m shark
Provoked,USA,Fishing,M,23,N,Nurse shark
Unprovoked,USA,Swimming,F,18,N,small blacktip shark?
Unprovoked,USA,Swimming,M,27,N,Shark involvement not confirmed
Unprovoked,USA,Swimming,M,27,N,small blacktip shark?
Unprovoked,USA,Swimming,M,16,N,Blacktip shark 
Unprovoked,AUSTRALIA,Surfing,M,42,N,1.5 m shark
Provoked,ITALY,Attempting to rescue an injured & beached shark,M,57,2017,"Blue shark, 2.5m"
Unprovoked,AUSTRALIA,Surf skiing ,M,30,N,"White shark, 2 m"
Unprovoked,USA,Wading,F,33,N,"18"" to 24"" shark"
Unprovoked,MEXICO,Free diving / spearfishing,M,46,N,"Bull shark, 3m"
Unprovoked,USA,Surfing,M,22,N,4' to 5' shark
Boating,USA,Kayak Fishing,M,27,N,"Tiger shark, 8' to 9' "
Boating,USA,Kayaking / Fishing,M,30,N,White shark
Unprovoked,USA,Paddle boarding,F,15,N,White shark
Unprovoked,USA,Surfing,M,28,N,5' shark
Unprovoked,SOUTH AFRICA,Body boarding,M,20,Y,"White shark, 4 m to 5m "
Boating,AUSTRALIA,Kayaking,M,27,N,"White shark, 6m "
Unprovoked,USA,Surfing,M,28,N,"Tiger shark, 10'  "
Unprovoked,USA,other,M,27,N,a small shark
Unprovoked,AUSTRALIA,Scuba diving,M,33,Y,"White shark, 4m "
Boating,AUSTRALIA,Crayfishing,M,27,N,White shark
Unprovoked,AUSTRALIA,Surfing,M,20,N,Possibly a bull shark
Unprovoked,USA,Surfing,M,61,N,Possibly a 5' to 6' bull shark
Unprovoked,USA,Surfing,F,15,N,4' to 5' shark
Unprovoked,USA,Surfing,M,17,N,4' to 5' shark
Provoked,AUSTRALIA,"Diving, feeding sharks",F,34,N,"Tawny nurse shark, 40cm"
Unprovoked,USA,Kite Surfing,M,19,N,4' shark
Provoked,USA,Kite Surfing,M,27,N,Spinner shark
Unprovoked,AUSTRALIA,Fishing,M,27,N,Grey nurse shark
Boat,SOUTH AFRICA,Fishing,M,27,N,"White shark, 7m"
Unprovoked,USA,Snorkeling,M,27,N,6' to 8' shark
Unprovoked,AUSTRALIA,Snorkeling,M,26,N,"Tiger shark, 3m"
Unprovoked,BAHAMAS,"Diving, photographing sharks",M,27,N,Tiger shark
Provoked,TAIWAN,Fishing,M,24,N,"Blue shark, 70-kg blue shark"
Unprovoked,AUSTRALIA,Surfing,M,44,N,"White shark, 2.7 m"
Unprovoked,SOUTH AFRICA,Swimming,M,25,Y,Thought to involve a bull shark
Unprovoked,USA,Surfing,M,53,N,White shark
Unprovoked,AUSTRALIA,Surfing,M,28,N,2 m shark
Unprovoked,AUSTRALIA,Spearfishing,M,34,N,Allegedly a 4 m tiger shark
Provoked,USA,Canoeing,M,27,N,7' to 8' shark 
Unprovoked,AUSTRALIA,Surfing,M,51,N,"White shark, 2.5m"
Unprovoked,AUSTRALIA,Surfing,M,14,N,Wobbegong shark
Unprovoked,AUSTRALIA,Swimming,M,10,N,Wobbegong shark?
Boating,USA,Kayaking,M,27,N,"White shark, 15' to 16'"
Unprovoked,USA,Surfing,M,27,N,White shark
Unprovoked,SCOTLAND,Surfing,M,26,N,8' to 10' shark
Provoked,SOUTH AFRICA,Diving,M,27,N,Raggedtooth shark
Unprovoked,AUSTRALIA,Diving,M,32,Y,"White shark, 10'"
Unprovoked,USA,Surfing,M,41,N,"White shark, 15'"
Unprovoked,AUSTRALIA,Diving,M,50,N,"Port Jackson shark, 1m"
Unprovoked,USA,Surfing,M,27,N,3' shark
Unprovoked,USA,Surfing,M,27,N,10' to 12' shark
Boating,REUNION,Canoeing,M,51,N,2 to 2.5 m shark
Unprovoked,SOUTH AFRICA,Swimming,M,43,N,White shark
Unprovoked,USA,Spearfishing,M,21,N,"Bull shark, 6'"
Unprovoked,USA,Surfing,M,25,N,4' to 6' shark
Unprovoked,PAPUA NEW GUINEA,Kite Surfing,M,30,N,"Tiger shark, 2m"
Unprovoked,AUSTRALIA,Body boarding,M,21,Y,White shark
Unprovoked,USA,Surfing,M,19,N,"6' shark, possibly a blactip or spinner shark"
Unprovoked,USA,Surfing,M,19,N,6' shark
Unprovoked,SOUTH AFRICA,Surfing,M,49,Y,"White shark, >6'"
Unprovoked,USA,Wading,F,20,N,Possibly a 5' to 6' sandtiger shark
Unprovoked,RUSSIA,Swimming,M,25,N,4 m shark
Unprovoked,FRENCH POLYNESIA,Surfing,M,32,N,Grey reef shark 
Unprovoked,SEYCHELLES,Swimming or Snorkeling,M,30,Y,"Bull shark, 6'"
Invalid,USA,Playing in the surf,M,7,N,Shark involvement not confirmed
Unprovoked,SOUTH AFRICA,Surfing,M,29,N,"White shark, 3m to 4m"
Unprovoked,SOUTH AFRICA,Scuba diving,M,22,N,"Bull shark, 3m female"
Unprovoked,USA,Playing in the surf,F,10,N,"Bull shark, 6'"
Unprovoked,USA,Surfing,M,27,N,"White shark, 5' k"
Unprovoked,TURKS & CAICOS,Spearfishing,M,35,N,5' shark
Boating,UNITED KINGDOM,Fishing,M,27,N,"Oceanic whitetip shark, 7'"
Unprovoked,USA,Scuba diving,M,28,N,"Blacktip shark, 4'"
Unprovoked,USA,Spearfishing,M,28,N,"Sevengill shark, 6' to 8'"
Unprovoked,USA,Wading,M,19,N,3' to 4' shark
Unprovoked,MALAYSIA,Snorkeling,F,27,N,Blacktip reef shark 
Unprovoked,SOUTH AFRICA,Surfing,M,33,N,White shark
Unprovoked,USA,Surfing,F,27,N,"Tiger shark, 10'"
Unprovoked,USA,Paddle boarding,F,27,N,Tiger shark
Unprovoked,SOUTH AFRICA,Spearfishing,M,28,Y,Zambesi shark
Unprovoked,NEW CALEDONIA,Kite Boarding,M,15,Y," Tiger shark, 2.8m"
Provoked,USA,Fishing ,M,27,N,"Sandbar shark, 8'"
Unprovoked,USA,Spearfishing,M,32,N,"Bull shark, 12'"
Unprovoked,AUSTRALIA,Washing sand off a speared fish,M,17,N,"reef shark, 1.5m"
Unprovoked,USA,Surfing ,M,49,N,1' to 2' shark
Unprovoked,NEW ZEALAND,Surfing,M,41,N,possibly a bronze whaler shark
Unprovoked,INDONESIA,Surfing,M,27,N," Bull shark, 2.5 m"
Provoked,USA,"Standing, holding shark pup",M,27,N,Blacktip shark pup
Unprovoked,MEXICO,Swimming,F,27,N,Bull shark
Unprovoked,AUSTRALIA,Surfing,M,48,N,"Bull shark, 2.5m"
Unprovoked,AUSTRALIA,Wakeboarding,F,24,N,3 m to 4 m shark
Provoked,AUSTRALIA,Fishing,M,36,N,"Bull shark, 2m"
Unprovoked,NEW CALEDONIA,Spearfishing,M,21,N,1.5 m shark
Unprovoked,AUSTRALIA,Diving for abalone,M,49,Y,White shark x 2
Provoked,AUSTRALIA,Fishing,M,27,N,1 m shark
Unprovoked,MEXICO,Swimming,F,38,N,6' shark
Unprovoked,BAHAMAS,Scuba diving,M,55,N,Caribbean reef shark
Boat,AUSTRALIA,Fishing,M,27,N,White shark
Unprovoked,USA,Body boarding,M,16,N,6' shark
Unprovoked,EGYPT,Snorkeling,F,70,Y,"Oceanic whitetip shark, 2.5m "
Unprovoked,EGYPT,Snorkeling,M,54,N,Mako shark 
Unprovoked,EGYPT,Snorkeling,M,46,N,Mako shark
Unprovoked,EGYPT,Snorkeling,F,70,N,"Oceanic whitetip shark, 2.5m, female"
Unprovoked,EGYPT,Snorkeling,F,48,N,"Oceanic whitetip shark, 2.5m, female"
Boat,AUSTRALIA,Fishing,M,27,N,White shark
Unprovoked,AUSTRALIA,Snorkeling,F,20,N,White shark
Unprovoked,USA,Scuba diving,M,30,N,"Porbeagle shark, 8' "
Unprovoked,USA,Body boarding,M,19,Y,"White shark, 14' to 18' "
Unprovoked,AUSTRALIA,Surfing,M,22,N,"Bull shark, 1.4m "
Unprovoked,BAHAMAS,Snorkeling,M,27,N,Lemon shark
Unprovoked,BAHAMAS,Surfing,F,27,N,Possibly a 6' lemon shark
Unprovoked,USA,Surfing,M,29,N,White shark
Unprovoked,SOUTH AFRICA,Swimming,M,29,Y,White shark
Unprovoked,AUSTRALIA,Surfing,M,15,N,2m shark
Unprovoked,USA,Swimming,M,27,N,3' shark
Unprovoked,AUSTRALIA,Surfing,M,31,Y,White shark
Boating,USA,Kayak Fishing,M,45,N,White shark
Unprovoked,MALTA,Windsurfing,M,35,N,3 m shark
Boating,USA,Kayaking,M,27,N,"White shark, 15'"
Unprovoked,USA,Standing,F,37,N,3' to 4' shark
Unprovoked,USA,Standing,M,16,N,4' shark
Unprovoked,USA,Swimming,M,10,N,Possibly a small blacktip shark
Unprovoked,USA,Swimming,F,13,N,"Sandtiger shark, 4' to 5'"
Unprovoked,USA,Surfing,M,55,N,A small spinner shark
Provoked,SPAIN,Swimming,M,9,N,Angel shark
Provoked,USA,Fishing,M,27,N,"Nurse shark, juvenile "
Provoked,USA,Fishing,M,20,N,"Blue shark, 7'"
Unprovoked,USA,Surfing,M,19,N,4' shark
Unprovoked,USA,Stand-Up Paddleboarding,M,48,N,8' shark
Unprovoked,USA,Surfing,M,20,N,"Bull shark, 5'"
Unprovoked,VIETNAM,Swimming,M,17,N,1 m shark
Unprovoked,USA,Boogie Boarding,F,18,N,4' shark
Provoked,USA,Fishing,M,49,N,"Lemon shark, 4'"
Unprovoked,VIETNAM,Rescuing,F,58,N,20 to 30kg shark
Unprovoked,VIETNAM,Swimming,F,60,N,20 to 30kg shark
Unprovoked,USA,Wading,F,10,N,4' shark
Provoked,USA,Measuring sharks,M,29,N,"Lemon shark, 6'"
Unprovoked,USA,Surfing,M,68,N,14' shark
Unprovoked,SOUTH AFRICA,Surfing,M,35,N,2 m shark
Unprovoked,EGYPT,Swimming / treading water,M,24,N,"Oceanic whitetip shark, 6'"
Unprovoked,REUNION,Surfing,M,34,N,1.5 m shark
Unprovoked,NEW ZEALAND,Swimming,M,27,N,Possibly a blue shark
Unprovoked,SOUTH AFRICA,Surfing,M,27,N,3 m shark
Unprovoked,AUSTRALIA,Snorkeling,F,60,N,2 m shark
Unprovoked,AUSTRALIA,Surfing,M,46,N,"Wobbegong shark, 1.6m"
Provoked,NEW ZEALAND,Spearfishing,M,27,N,2 m to 3 m shark
Unprovoked,AUSTRALIA,Body boarding,M,18,N,"White shark, 2.5m"
Provoked,USA,Surf fishing / wading,M,27,N,"Spinner shark, 6'"
Provoked,NEW ZEALAND,Boogie Boarding,F,14,N,1.5 m shark
Unprovoked,BRAZIL,Surfing,M,29,N,Thought to involve a juvenile hammerhead shark
Unprovoked,SOUTH AFRICA,Standing,M,37,Y,White shark
Unprovoked,AUSTRALIA,Snorkeling,F,9,N,"Whitetip reef shark, 1m"
Unprovoked,MOZAMBIQUE,Swimming,M,27,N,"Zambesi shark, 2m "
Unprovoked,AUSTRALIA,Spearfishing,M,18,N,"Bull shark, 3m"
Unprovoked,NEW ZEALAND,Swimming to shore from capsized kayak,M,24,Y,"White shark, 2.8 to 3 m "
Boating,AUSTRALIA,Rowing,M,27,N,White shark
Provoked,USA,Diving,M,58,N,"Sandtiger shark, 8'"
Unprovoked,USA,Wading,M,10,N,6' shark
Unprovoked,USA,Fishing,M,31,N,Thresher shark
Unprovoked,USA,Surfing,M,18,N,4' shark
Unprovoked,AUSTRALIA,Kayaking,M,25,N,2 m shark
Boating,AUSTRALIA,Kayaking,M,27,N,"White shark, 4m"
Unprovoked,MOZAMBIQUE,Spearfishing,M,27,N,Zambesi shark
Unprovoked,USA,Surfing,M,54,N,6' to 8' shark
Provoked,SCOTLAND,Diving,M,23,N,Angel shark
Unprovoked,AUSTRALIA,Diving,M,23,N,"Bull shark, 10'"
Provoked,UNITED KINGDOM,Fishing,M,39,N,Spurdog
Unprovoked,USA,Swimming,M,27,N,"Bull shark, 8'"
Invalid,USA,Swimming,M,60,Y,Shark involvement prior to death not confirmed
Unprovoked,USA,Surfing,M,27,N,4' shark
Unprovoked,SOUTH AFRICA,Surfing,M,25,Y,White shark
Unprovoked,USA,Swimming,F,22,N,"White shark, 5' to 6' juvenile "
Unprovoked,SOUTH AFRICA,Body boarding,M,27,N,"White shark, 2m"
Unprovoked,USA,Surfing,M,27,N,"Tiger shark, 12"
Unprovoked,USA,Wade Fishing,M,56,N,Bull shark?
Unprovoked,BAHAMAS,Spearfishing,M,14,N,Bull shark
Provoked,BAHAMAS,Spearfishing,M,27,N,"Caribbean reef shark, 6'"
Unprovoked,USA,Paddle-surfing,M,27,N,5' shark
Provoked,USA,Swimming,F,43,N,"Nurse shark, 6'"
Unprovoked,AUSTRALIA,Surfing,M,52,N,"Thought to involve a Bronze whale shark, 2m"
Provoked,VIETNAM,Fishing for sharks,M,27,N,White shark
Unprovoked,EGYPT,Scuba diving,M,27,N,Oceanic whitetip shark
Unprovoked,EGYPT,Scuba diving,M,27,N,Oceanic whitetip shark
Unprovoked,EGYPT,Snorkeling,F,50,Y,"Oceanic whitetip shark, 2.5 to 3m"
Provoked,TAIWAN,Fishing,M,46,N,80 kg shark
Provoked,USA,Swimming,M,27,N,5' to 8' shark
Unprovoked,USA,Surfing,M,31,N,blacktip or spinner shark
Unprovoked,USA,Surfing,M,49,N,blacktip or spinner shark
Unprovoked,USA,Surfing,M,55,N,blacktip or spinner shark
Provoked,GUAM,Spearfishing,M,27,N,"Blacktip shark, 4'"
Provoked,BAHAMAS,Spearfishing,M,48,N,7' shark
Unprovoked,USA,Surfing,M,31,N,2' to 3' shark
Unprovoked,AUSTRALIA,Surf skiing ,M,40,N,2' to 3' shark
Unprovoked,USA,Spearfishing,M,27,N,"White shark, 12' to 15' female"
Provoked,SOUTH AFRICA,Fishing ,M,59,N,Raggedtooth shark
Unprovoked,AUSTRALIA,Surfing,M,17,N,Bronze whaler shark?
Unprovoked,USA,Surfing,F,17,N,3' to 4' shark
Unprovoked,MALAYSIA,Feeding fish,F,27,N,Blacktip reef shark pup
Unprovoked,USA,Swimming,M,61,N,Thought to involve a cookie cutter shark
Provoked,AUSTRALIA,Wading,M,21,N,"Wobbegong shark, 60cm"
Provoked,SOUTH AFRICA,Fishing,M,40,N,"Blue shark, 1m"
Unprovoked,AUSTRALIA,Surfing,M,15,N,2.6 m shark
Unprovoked,AUSTRALIA,Surfing,M,33,N,"White shark, 2.5m "
Unprovoked,AUSTRALIA,"Diving, but on the surface when bitten by the shark",M,31,N,"Bull shark, 2.7 m "
Unprovoked,AUSTRALIA,Surfing,M,41,N,"White shark, 12' "
Unprovoked,CUBA,Spearfishing,M,15,N,Bull shark
Unprovoked,SOUTH AFRICA,Swimming,M,25,Y,Tiger shark
Boat,AUSTRALIA,Fishing,M,27,N,"White shark, 5.5 m "
Unprovoked,SOUTH AFRICA,other,M,27,Y,White sharks
Unprovoked,AUSTRALIA,Snorkeling,M,24,N,"Dusky shark, 2m"
Unprovoked,AUSTRALIA,Surfing,F,13,N,"White shark, 5m"
Unprovoked,AUSTRALIA,Surfing,M,31,N,"White shark, 3.5m"
Boat,NEW ZEALAND,Fishing,M,27,N,"Mako shark, 3m"
Unprovoked,NEW ZEALAND,Swimming,M,49,N,Broadnose sevengill shark
Unprovoked,CUBA,Spearfishing,M,27,N,Bull shark
Boating,AUSTRALIA,Yacht race,M,27,N,2 m shark
Boating,AUSTRALIA,Kayaking,M,29,N,"White shark, 4m to 5m "
Unprovoked,AUSTRALIA,Snorkeling,M,51,Y,4 to 5m white shark
Boating,USA,Kayaking,M,27,N,White shark
Unprovoked,NEW ZEALAND,Fishing,M,27,N,Bronze whaler shark?
Provoked,SOUTH AFRICA,Fishing,M,15,N,"Raggedtooth shark, 2m"
Boating,AUSTRALIA,Fishing,M,27,N,"White shark, 4.5 to 5 m "
Unprovoked,MOZAMBIQUE,Spearfishing,M,27,Y,Zambesi shark?
Unprovoked,EGYPT,Scuba diving,F,27,N,Oceanic whitetip shark
Boating,AUSTRALIA,Fishing,M,27,N,Bronze whaler shark
Provoked,AUSTRALIA,Scuba diving,M,34,N,"Grey nurse shark, 3m"
Unprovoked,NEW CALEDONIA,Spearfishing,M,24,N,Lemon shark
Provoked,AUSTRALIA,Fishing,M,50,N," reef shark, 1.8m"
Unprovoked,CROATIA,Spearfishing,M,43,N,5 m white shark
Unprovoked,USA,Surfing,M,40,N,+3' shark
Provoked,AUSTRALIA,Swimming,M,43,N,Bronze whaler shark
Unprovoked,USA,Swimming,M,32,N,2' to 3' juvenile shark
Unprovoked,USA,Surfing,M,40,N,Tiger shark
Unprovoked,USA,Surfing,M,27,N,"White shark, 14' to 16' "
Unprovoked,AUSTRALIA,Surfing,M,51,N,3 m shark
Unprovoked,USA,Surfing,M,52,N,4' shark
Provoked,ENGLAND,Fishing,M,52,N,Blue shark
Unprovoked,USA,Surfing,M,26,N,6' shark
Unprovoked,USA,Treading water,F,38,N,8' bull shark or Caribbean reef shark
Unprovoked,USA,Diving,M,27,N,"Tiger shark, 12'"
Unprovoked,AUSTRALIA,Surfing,M,31,N,8' white shark or 7-gill shark
Unprovoked,SOUTH AFRICA,other,M,27,N,White shark
Unprovoked,PANAMA,Swimming or surfing,M,27,N,3'  shark
Unprovoked,MEXICO,Swimming,M,33,N,2'  shark
Unprovoked,USA,Swimming,M,27,N,2' to 3' reef shark
Unprovoked,USA,Wading,M,9,N,3' shark
Unprovoked,USA,Wading,F,8,N,3' to 4' shark
Unprovoked,USA,Wading,M,16,N,4' shark
Unprovoked,EGYPT,Diving,M,27,N,Oceanic whitetip shark
Boating,UNITED KINGDOM,Rowing an inflatable dinghy,M,16,N,"Starry smoothhound shark, 1m"
Unprovoked,BAHAMAS,Spearfishing,M,42,N,"Bull shark, 6' to 7'"
Unprovoked,SOUTH AFRICA,Surf skiing ,M,46,N,"White shark, 2m"
Unprovoked,SOUTH AFRICA,Spearfishing (free diving),M,27,N,"White shark, 4.5m"
Unprovoked,USA,Swimming,M,37,N,4.5 to 5' shark
Boating,USA,Kayaking,F,40,N,"White shark, 15'"
Boating,SCOTLAND,Fishing,M,27,N,Basking shark
Unprovoked,USA,Body surfing,F,15,N,5' shark
Unprovoked,BRAZIL,Swimming,M,14,N,Bull shark
Sea Disaster,BAHAMAS,Sea Disaster,M,27,N,Tiger sharks in area
Unprovoked,MEXICO,Surfing,M,49,N,3 m shark
Unprovoked,MEXICO,Surfing,M,21,Y,2 m shark
Unprovoked,AUSTRALIA,Swimming,M,37,N,"White shark, 4m"
Unprovoked,NEW CALEDONIA,Fishing,M,40,N,2 small bull sharks
Unprovoked,MEXICO,Surfing,M,24,Y,Tiger shark
Unprovoked,USA,Surfing,M,18,N,4' shark
Unprovoked,NEW CALEDONIA,Swimming,M,32,N,"Bull shark, 1.8m"
Unprovoked,USA,Swimming,M,66,Y,"White shark, 12' to 15'"
Unprovoked,AUSTRALIA,other,M,27,UNKNOWN,"Tiger shark, 2.3m "
Unprovoked,USA,Surfing,M,30,N,1.5' to 2' shark
Unprovoked,USA,Wading,M,15,N,6' shark
Unprovoked,AUSTRALIA,Body boarding,M,16,Y,Bull shark
Unprovoked,USA,Surfing,M,52,N,4' to 5' shark
Unprovoked,USA,Boogie Boarding,M,27,N,a small shark
Unprovoked,USA,Walking out of the water after surfing,M,13,N,2.5' shark
Unprovoked,USA,Jet skiing,M,8,N,Shark involvement not confirmed
Unprovoked,USA,Surfing,M,27,N,White shark
Unprovoked,BAHAMAS,Diving,M,49,Y,"A bull shark, according to some of the divers on the boat"
Unprovoked,AUSTRALIA,Surfing,F,14,N,1 m shark
Unprovoked,USA,Surf-skiing,M,27,N,3' shark
Unprovoked,SOUTH AFRICA,Surf-skiing,M,42,N,"Blacktip shark, 2m"
Provoked,AUSTRALIA,Accidentally stood on hooked shark's tail before attempting to gut it ,M,20,N,"Mako shark, 90kg"
Boat,NEW ZEALAND,Attempting to chase shark out to sea,M,27,N,"Bronze whaler shark, 4m"
Unprovoked,USA,Surfing,M,20,N,a small shark
Provoked,USA,Fishing for snapper,M,27,N,"Nurse shark, 10'"
Unprovoked,MEXICO,Surfing,M,26,N,Possibly a hammerhead shark
Unprovoked,ECUADOR,Surfing,M,24,N,3 m shark
Unprovoked,AUSTRALIA,Surfing,M,31,N,2 m shark
Unprovoked,AUSTRALIA,Swimming,M,27,N,"""a small shark"""
Unprovoked,USA,Surfing,M,52,N,Tiger shark
Unprovoked,BRAZIL,Removing fish from a trap,M,28,N,2.27 m shark
Provoked,AUSTRALIA,Fishing,M,32,N,reef shark
Unprovoked,SOUTH AFRICA,Surfing,M,14,N,1.5 to 2 m shark
Unprovoked,USA,Surfing,M,21,N,4' to 5' shark
Unprovoked,USA,Surfing,M,42,N,5' shark
Unprovoked,SOUTH AFRICA,Surfing,M,37,N,"White shark, 3m to 4m"
Unprovoked,USA,Floating,M,32,N,Tiger shark
Unprovoked,AUSTRALIA,Surf-skiing,F,52,N,"White shark, 2.5m "
Unprovoked,AUSTRALIA,Spearfishing,M,31,N,Bronze whaler shark
Unprovoked,USA,Surfing,M,22,N,3' to 4' shark
Unprovoked,USA,Surfing,M,16,N,"Blacktip shark, 5'"
Unprovoked,NEW CALEDONIA,Swimming,F,23,Y,Tiger shark
Unprovoked,BAHAMAS,Spearfishing,F,48,N,Caribbean reef shark
Unprovoked,USA,Surfing,F,27,N,White shark
Unprovoked,EGYPT,Swimming,F,18,N,Oceanic whitetip sharks were in the vicinity
Unprovoked,USA,Surfing,F,27,N,4' shark
Unprovoked,USA,Surfing,M,23,N,3' shark
Unprovoked,SOLOMON ISLANDS,Spearfishing,M,27,N,Gray reef shark
Unprovoked,USA,Surfing,F,27,N,9.5' shark?
Unprovoked,USA,Snorkeling,M,14,N,"Nurse shark, 2' to 3' "
Unprovoked,USA,Jumping,F,12,N,"18"" to 24"" shark"
Unprovoked,USA,Swimming,M,58,N,Possibly a spinner shark
Unprovoked,USA,Body boarding,M,15,N,"Tiger shark, 10' to 12' "
Unprovoked,USA,Surfing,M,24,N,"White shark, 12'"
Unprovoked,USA,Surfing,M,54,N,3' shark
Unprovoked,USA,Surfing,M,27,N,3' shark
Provoked,USA,Diving,M,27,N,Sand shark
Provoked,USA,Fishing,M,27,N,Sandtiger shark
Unprovoked,USA,Surfing,M,16,N,4' to 5' shark
Unprovoked,USA,Floating near boat & observing bioluminesce,M,20,N,Possibly a 6' bull shark
Unprovoked,USA,Swimming,F,15,N, 
Unprovoked,USA,Jumped into the water,F,19,N,Possibly a 10' bull shark
Unprovoked,USA,Surf paddling,M,27,N,"White shark, 12' "
Boating,USA,Kayak Fishing,M,27,N,White shark
Unprovoked,USA,Snorkeling,M,36,N, 
Unprovoked,AUSTRALIA,Wading,M,15,N,"Bronze whaler shark, 1.5 m "
Unprovoked,USA,Swimming,M,14,N,2' to 3' shark
Provoked,NORWAY,Scuba diving,M,48,N,"3' small spotted catshark, Scyliorhinus canicula"
Unprovoked,USA,Wading,F,30,N,5' shark
Unprovoked,BAHAMAS,Spearfishing,F,48,N,"Bull shark, 5' "
Unprovoked,REUNION,Body boarding,M,17,N,2 m shark
Provoked,USA,Removing hook from shark,M,27,N,"Lemon shark, 6' female "
Unprovoked,USA,Surfing,M,20,N,4' shark
Unprovoked,USA,Surfing,M,27,N,Tiger shark
Unprovoked,USA,Swimming,F,27,N,3' to 4' shark
Provoked,USA,Reviving a sedated shark,F,40,N,A 10-year-old 94-pound pregnant blacktip reef shark
Provoked,ENGLAND,Fishing,M,38,N,"Lesser spotted dogfish, Scyliorhinus canicula, less than 80 cm in length"
Unprovoked,AUSTRALIA,Wading,F,38,N,2.5 m shark
Unprovoked,AUSTRALIA,Surfing,M,19,N,10' shark
Unprovoked,USA,Surfing,F,21,N,4' to 5' shark
Unprovoked,SEYCHELLES,Snorkeling,M,27,N,"White shark, 2m "
Unprovoked,USA,Snorkeling,F,63,N,"Tiger shark, 14' "
Unprovoked,USA,Swimming,M,68,N,6' to 8' shark
Provoked,BAHAMAS,Shark tagging,F,20,N,"Lemon shark, >1 m "
Unprovoked,AUSTRALIA,Swimming / jumping off a jetty,F,13,N,"""a small shark"""
Unprovoked,USA,Body boarding,M,12,N,blacktip or spinner shark
Unprovoked,USA,Surfing,M,24,N,3' to 4' shark
Boat,USA,Fishing,M,27,N,"Bull shark, 10' "
Unprovoked,NEW CALEDONIA,Surfing,M,26,N,Tiger shark
